X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,target
0.456887176330241,0.29592342274782046,0.5919680457501945,0.6449268126184045,0.9263049632764415,0.9157274992885915,0.9970972318788781,0.29053690795614795,0.761317493471967,0.24554442697763723,15.370928195608151
0.7166185901044904,0.420279000128181,0.4006700668167802,0.24398685923968577,0.46325050670000867,0.05229122585439139,0.34726296130195355,0.3993945770837487,0.16724614752754596,0.13391146636534368,13.065349115097634
0.14083336126130452,0.6177693527504029,0.18610482003278572,0.6672650253795773,0.8362897554703127,0.8805155990659818,0.7989452697894281,0.1980786004910683,0.6480668450705351,0.5634588285207186,15.524062321813851
0.07119485410376114,0.7048055662784065,0.07321981226336705,0.2216472181500887,0.9933174474328657,0.43409562925534106,0.4819801895178104,0.1392241768323801,0.7251434310924942,0.9405506942233075,12.395770012087077
0.7104105416825508,0.8663023893176937,0.05610295198750492,0.505544829407807,0.132807031474673,0.31711810045556954,0.5208139523718601,0.38420788982606113,0.6665948282771302,0.3059531181931713,19.0100280756718
0.7059188347065314,0.33566889008552814,0.8292382800999638,0.8633138968340288,0.287537459635237,0.639683468929971,0.7457712702361837,0.7875577945048345,0.5824177215107083,0.36330617407143606,19.01420765413446
0.7630466653271232,0.15412761764276828,0.1813619620999659,0.5939103312701529,0.7284498961825633,0.05048322582824172,0.9531147120083137,0.3121809446963686,0.11772215452866586,0.3339807568901241,15.22318715526955
0.1727574254534695,0.05737288740653468,0.17167280691869524,0.5992749830601897,0.4213814857168071,0.5590999660579671,0.41761013801681546,0.9982623489226,0.07470021588392983,0.7084325111358635,10.56696371349882
0.6725201102715263,0.9604217036110511,0.27105025022765894,0.25940860708980074,0.07606343775328395,0.6039090843565201,0.7327608669698885,0.5140374994488186,0.9183247381880504,0.29770221231062466,12.990523457436641
0.7718196701890928,0.4897234511187656,0.6771211155147075,0.147928405047135,0.9072735218440163,0.3550430936213249,0.8512537795355894,0.5652223446080055,0.03913571854027342,0.21868986069825458,15.917284762300152
0.2981223277189642,0.09065715826373877,0.9717976345499582,0.520757814463687,0.5511842127236095,0.5364882782022594,0.7266582793725399,0.3570617442622255,0.22966130227545456,0.6382792102373724,13.263415357455688
0.2875994822404375,0.9392605521347177,0.3808846672888392,0.7318885752381278,0.05294072533888228,0.9429984381363168,0.5278488248497539,0.8125853660366253,0.3296204130567051,0.003549121585730175,15.37118716336278
0.44762737656166596,0.6914289289017985,0.5915464939145422,0.1754246593089197,0.6301020360425551,0.05857555896880218,0.814630421288727,0.48970689934309797,0.6766709480079015,0.4976707014396651,13.334382899685533
0.6520462022875748,0.8523154321794958,0.6612935599286375,0.4581782605891448,0.6831169621226855,0.9889199939116321,0.9599947052635815,0.6094626098412476,0.6825913560326787,0.24373882881625042,18.364699853742575
0.7344811186022734,0.48205398535810184,0.789830630696296,0.8069126308837431,0.6811059038280597,0.6028425313455795,0.3332772081042755,0.14774253690309558,0.020703053326511678,0.5092232116676163,22.121930254425102
0.7378761027835131,0.15357085580204677,0.1509889565418736,0.46744331233803993,0.3826933563725625,0.7700623295569967,0.7637120118284197,0.9148966624373267,0.6223754897212205,0.20620189315967774,12.50929194319678
0.3434789176596349,0.04913260972210398,0.7200200970050105,0.841467736758434,0.1990018796858951,0.08544542356483387,0.6358728983659574,0.35463467636320367,0.9711171771025477,0.36129813898721874,10.907790954097385
0.5097734729773473,0.3410513276531918,0.3953728284991441,0.5665713643130275,0.34662831223150214,0.9316088970782199,0.10735011294580588,0.0855501201874379,0.2609496668183099,0.1285510925200981,12.812178720635563
0.13316919158303975,0.8981816634567151,0.9935659186222067,0.6946760504176611,0.7564843391726209,0.19398331078312092,0.03512319649382922,0.03341462409906082,0.014058504124909166,0.907372016456515,19.27118315187007
0.40295473727712194,0.8850420135888503,0.17504890483994207,0.5176942486674428,0.44380682451925435,0.8156222460145345,0.1776171006648083,0.18231481146728234,0.135270210929485,0.9148128941874694,18.510552801279765
0.2464184281900027,0.7543886002326341,0.2644363679820677,0.9968261190385661,0.8801074205995624,0.2619478127551751,0.5954217990818117,0.30680892641829616,0.39016673969859905,0.4711175889989401,20.992316476637306
0.9920313568931706,0.23338661716041254,0.7828615683960424,0.23413855233956204,0.25220129270125735,0.042487385892461926,0.35366140839156746,0.40357360119870367,0.4615411686435231,0.895166896579174,11.851628467470874
0.4792229047613009,0.6846034601390422,0.3242535956839796,0.8012303729370177,0.871487115402577,0.9372778753317905,0.29212716114422677,0.9007548981462874,0.8279679758351869,0.5687963100038094,21.5639966753755
0.43729885311014016,0.5563562091574101,0.18416499027755262,0.9828507330855364,0.26921836406696786,0.2928753961420296,0.4026395556493222,0.8977431244697888,0.61177275732866,0.5435988792779096,20.090172492373735
0.31518254371054555,0.9973900815794171,0.5861904443618574,0.4455982060784208,0.654556791664452,0.3857677433576028,0.9906810006710518,0.2455761652965377,0.17373147568382474,0.2191542383751206,16.224358854929367
0.6852287196821794,0.1728043540541666,0.111791312568155,0.19498997285316233,0.20222022685714824,0.6809536875825065,0.3829138422221676,0.31185648635376106,0.2718899880602176,0.6067709037495663,9.609891608597257
0.7646102440594298,0.378969984297744,0.8238551849297652,0.913603490728741,0.5534003160588967,0.0550483927959724,0.5883320273676038,0.3610498705961962,0.8149795364666663,0.12368783120465465,21.897690268346757
0.7745686888324644,0.9248817142977963,0.1495063342342955,0.796390869754665,0.3338660287280877,0.16581531950933281,0.41595961694907047,0.20738562178872888,0.5231038112288829,0.13773267585841453,19.867191867968295
0.6342204980647167,0.48696941419647366,0.9697929541453532,0.4416355367954504,0.8141210707721365,0.6909226519884213,0.1942261281486558,0.7164761163280656,0.6979232243374199,0.2128906834285883,21.15144251505029
0.23354626888445407,0.24110725730716298,0.6601209784377832,0.05537598023324719,0.5646631068497883,0.20905493037614264,0.14282172458356657,0.8872867897053757,0.42859639814669015,0.31698823257426756,5.649658992746119
