X_0,X_1,target
0.8223556252226183,2.684201323588876,1
1.9407422941330414,2.386096778023259,1
2.2050038643477823,2.0874147581045395,1
-1.4276886138669695,-4.577932984164801,0
2.111406777888065,2.9358713145064317,1
-1.6409607640826311,-4.349759789044398,0
-0.3866878106471967,-4.147877485361699,0
1.614974195332048,3.4223002457967318,1
-0.8637634822813832,-4.7619312154455145,0
2.1452972065447504,2.793953375196899,1
1.3961952720759394,2.893080913460272,1
-1.3129542013994044,-4.765519245270472,0
1.063470556581102,2.861892281899215,1
-1.0980709104362223,-3.8399431977129694,0
2.394117153767926,2.6965730711602447,1
1.7244185870782194,3.0218034834016603,1
-1.2108797103895297,-3.90614523863323,0
-0.37162859933528347,-4.440556806382224,0
-0.8679112551178532,-3.7901889619122295,0
2.373765257055325,2.7053876631786618,1
-1.107091101032336,-3.5462449039788977,0
-1.1686897542354755,-3.9338217965960927,0
-1.1033855156432284,-3.944208610324543,0
1.5937105483879372,3.187756285356305,1
1.3837775913050794,3.248389185722215,1
1.4207720100671648,2.3434694331204273,1
2.2848804848889492,2.911029585092571,1
-1.2471245096584194,-5.03476257082886,0
2.1866206249443763,2.449781511719398,1
-1.2762998387074966,-4.15385337154526,0
1.62772428882361,3.206745595980763,1
1.2722287812427435,3.0555001121423535,1
-1.1221427232205654,-4.004145627181631,0
1.5698740702531595,2.7477680356324945,1
-0.698727305210445,-4.708800661542969,0
1.7312875914680625,2.5839201755419325,1
1.7150378323940612,4.070489318662971,1
1.5272214301654163,3.2029131273300577,1
-0.6219724801451739,-4.558977381177723,0
0.18312312771945982,-3.794429919197669,0
1.92853980180908,2.277323108887202,1
-0.8315212219764754,-4.307489049529126,0
2.2692738675251283,3.132579827335006,1
-0.6184693738550238,-4.30824236333881,0
1.918730572342895,2.4870051104481763,1
1.7094470450089119,2.7935538156280004,1
-0.9466257728669742,-4.503345311478159,0
1.1653174365140702,2.7422778817535627,1
-0.7035150756844434,-4.817904136576856,0
1.246174535280452,2.91511901682061,1
-0.6229448300373188,-3.8555393976117407,0
1.7464729492509137,2.1285011400132365,1
2.29063622820972,3.19279477910346,1
-0.5008553673417389,-4.631232935415304,0
2.5840165465848126,2.342406391323066,1
-0.6126014462852762,-4.492367147953661,0
0.9428343530357126,2.4900033672458792,1
-1.079514030785649,-3.1354278506355597,0
-0.9645746710037569,-3.7940565034618,0
1.9615958004518843,3.1845497458605974,1
-1.2734144400326817,-4.39868487394525,0
1.846113220180298,3.8573715763185867,1
1.5264693908939297,3.2854878221224375,1
-0.8596022986750211,-4.742886215671165,0
-0.9453748651416538,-4.713530972015566,0
-1.0288168519977314,-4.028753577600358,0
2.1547268039357745,2.5134597309198288,1
1.3829716890074657,3.4699020369756504,1
-1.359249964542876,-3.654848340749564,0
1.8253772730651614,2.7990981630460747,1
1.6115975657991335,3.2464766071740176,1
1.7354270731021366,3.2492173764551926,1
1.5384957700223942,3.390145951110052,1
1.8299276517762444,2.66928919616375,1
-1.2076961213287272,-4.295592262829832,0
-1.3586023208961397,-3.874789007413706,0
1.322915740081068,3.9554616131313276,1
1.8534487932701043,2.6227396215204117,1
-0.8853150480858915,-3.8959262070082628,0
