X_0,X_1,X_2,X_3,target
17.76171006648083,423.49831976362736,0.135270210929485,10.148128941874694,1.2701444249612364
45.437613887054,168.8411972219241,0.3438174021565833,3.2799625242068555,0.9066629042357757
69.79232243374199,473.44792582361265,0.23354626888445407,3.41107257307163,1.0077531432040832
67.66709480079015,938.6725883094518,0.6520462022875748,9.523154321794959,1.4606867793150833
55.11842127236095,1002.0860755829644,0.7266582793725399,4.570617442622255,1.4952463638040288
52.06758572572744,534.256139946539,0.15516393183812904,8.526538319756126,1.0099714224172835
50.992903443798156,814.5613134507089,0.2574391642915085,5.994627549795228,1.3322552198346307
34.34789176596349,205.92812193601299,0.7200200970050105,9.41467736758434,1.3431568407768588
63.01020360425551,221.35438992647013,0.814630421288727,5.897068993430979,1.2346266850162193
22.6051086058776,1660.8370031123973,0.7311242909813694,9.37455577365133,1.5521823900618779
13.2807031474673,643.7167713936067,0.5208139523718601,4.8420788982606116,1.5312034521796682
7.606343775328394,1112.2266044258945,0.7327608669698885,6.140374994488186,1.5614636146314085
51.40174503621176,1161.3315515727218,0.6185568820912837,2.218271146332699,1.4993627086315164
94.56643941015083,663.2663989196103,0.8523228117717029,6.919083691042536,1.4050505487443319
14.282172458356657,1575.1604094297452,0.42859639814669015,4.169882325742676,1.549644090506398
38.088466728883915,1321.2975071750811,0.05294072533888228,10.429984381363168,1.0721801982915535
