X_0,X_1,target
0.8223556252226183,2.684201323588876,1
8.627480644657984,7.802110511427,2
8.891742214872725,7.503428491508281,2
-1.4276886138669695,-4.577932984164801,0
2.111406777888065,2.9358713145064317,1
-1.6409607640826311,-4.349759789044398,0
-0.3866878106471967,-4.147877485361699,0
8.30171254585699,8.838313979200473,2
-0.8637634822813832,-4.7619312154455145,0
8.832035557069693,8.20996710860064,2
8.082933622600882,8.309094646864013,2
-1.3129542013994044,-4.765519245270472,0
7.750208907106044,8.277906015302955,2
1.6035464779628459,3.1401245996987104,1
9.080855504292868,8.112586804563986,2
8.411156937603161,8.437817216805401,2
-1.2108797103895297,-3.90614523863323,0
-0.37162859933528347,-4.440556806382224,0
-0.8679112551178532,-3.7901889619122295,0
9.060503607580268,8.121401396582403,2
-1.107091101032336,-3.5462449039788977,0
1.5329276341635927,3.046246000815587,1
-1.1033855156432284,-3.944208610324543,0
8.28044889891288,8.603770018760047,2
8.070515941830022,8.664402919125957,2
8.107510360592107,7.759483166524168,2
8.971618835413892,8.327043318496312,2
1.4544928787406488,1.9453052265828195,1
2.1866206249443763,2.449781511719398,1
1.4253175496915715,2.82621442586642,1
8.314462639348553,8.622759329384504,2
7.958967131767686,8.471513845546095,2
-1.1221427232205654,-4.004145627181631,0
8.256612420778103,8.163781769036236,2
2.002890083188623,2.271267135868711,1
1.7312875914680625,2.5839201755419325,1
8.401776182919004,9.48650305206671,2
8.21395978069036,8.618926860733799,2
2.0796449082538944,2.421090416233957,1
2.884740516118528,3.1856378782140107,1
8.615278152334023,7.693336842290943,2
-0.8315212219764754,-4.307489049529126,0
8.956012218050072,8.548593560738746,2
2.0831480145440446,2.6718254340728707,1
8.605468922867837,7.9030188438519176,2
8.396185395533854,8.20956754903174,2
-0.9466257728669742,-4.503345311478159,0
7.852055787039013,8.158291615157303,2
1.998102312714625,2.162163660834824,1
7.932912885805394,8.33113275022435,2
-0.6229448300373188,-3.8555393976117407,0
8.433211299775856,7.544514873416977,2
8.977374578734663,8.608808512507201,2
-0.5008553673417389,-4.631232935415304,0
9.270754897109756,7.758420124726807,2
-0.6126014462852762,-4.492367147953661,0
0.9428343530357126,2.4900033672458792,1
1.6221033576134192,3.84463994677612,1
-0.9645746710037569,-3.7940565034618,0
1.9615958004518843,3.1845497458605974,1
1.4282029483663865,2.58138292346643,1
1.846113220180298,3.8573715763185867,1
8.213207741418872,8.701501555526178,2
1.842015089724047,2.2371815817405145,1
1.7562425232574144,2.2665368253961136,1
1.6728005364013367,2.951314219811322,1
8.841465154460717,7.92947346432357,2
8.069710039532408,8.885915770379391,2
-1.359249964542876,-3.654848340749564,0
8.512115623590104,8.215111896449816,2
8.298335916324076,8.662490340577758,2
1.7354270731021366,3.2492173764551926,1
1.5384957700223942,3.390145951110052,1
8.516666002301188,8.08530292956749,2
-1.2076961213287272,-4.295592262829832,0
-1.3586023208961397,-3.874789007413706,0
8.009654090606011,9.371475346535068,2
8.540187143795047,8.038753354924152,2
-0.8853150480858915,-3.8959262070082628,0
7.291235686639106,8.257094127972026,2
1.377047833217593,2.7024692374028874,1
1.9930360931592401,3.178659859708834,1
1.869199640252199,2.732627102785765,1
8.672815251546533,8.643599212517447,2
-1.3360116819780892,-4.353558382456017,0
-0.774443021344538,-4.025716533252862,0
-1.0091517597962194,-3.88414107579972,0
