X_0,X_1,target
1.4740174071617194,3.3501889904813655,1
8.525254138748865,9.294668634905529,2
10.082291515963586,-4.142423195023245,3
-1.3129542013994044,-4.765519245270472,0
2.070171737157633,2.6533582577143013,1
-1.2527735202321932,-3.6160391370722036,0
8.269986714985539,8.221098606053744,2
-1.1757068716658634,-3.7596283089266667,0
9.937685240771346,-4.18024220567104,3
1.4864890205217913,2.613776689522582,1
1.5892076160698252,2.462425794374409,1
10.114226922529454,-4.378706124531488,3
2.224409567672053,3.2439006386274825,1
10.158418685942001,-3.8833778776218693,3
-0.6469679988152104,-3.7890722628669447,0
8.32454553162935,8.066662547866853,2
2.331795709870649,3.190518442324998,1
8.520571686763867,8.138864133585969,2
10.02131429491657,-4.600792982796953,3
8.352507497077138,9.066456135520026,2
8.371817259495387,8.42909538709849,2
-0.774443021344538,-4.025716533252862,0
1.7890776929744727,3.1830213639565086,1
8.798145128413008,8.351885047910173,2
10.393219950783395,-3.89500331414167,3
10.501294776220604,-3.2638345246334053,3
-0.4843654720425477,-3.9184478808428027,0
8.785421698162057,9.08006431223403,2
-1.5738003600944486,-3.6291957729010824,0
1.5665282613383102,2.912853649194243,1
10.247880929118425,-4.293844718048231,3
2.037730377598582,2.883588864277553,1
1.4316388073048272,2.6492102927127625,1
8.032819679580047,8.00103437172794,2
-0.7772184485246743,-3.7706671844913826,0
1.6871351088658988,3.4686425666026888,1
-0.8749245180517389,-3.5049965647253427,0
-1.3454437790099119,-3.945248537102012,0
7.629572703560655,7.90601710064962,2
-1.0091517597962194,-3.88414107579972,0
9.894715169657115,-4.188810383823017,3
8.082933622600882,8.309094646864013,2
10.111701690410937,-4.1254234863692885,3
8.4882625164654,8.26658146251315,2
9.267901159087746,-4.345520211491567,3
2.532695098419912,2.283153615669859,1
8.256612420778103,8.163781769036236,2
8.381606544413032,8.06252845022366,2
2.4859247909406217,2.6982440604058024,1
10.713439050833887,-4.225583170992582,3
9.913333695562331,-3.360785629622499,3
-1.3056433384146175,-3.7656092827788683,0
9.298271007235018,8.453699065223624,2
-0.8315212219764754,-4.307489049529126,0
-0.4898508634158343,-4.175391952439314,0
9.809690569813855,-3.9179577779128563,3
-1.2490201554406066,-4.872163788646147,0
8.978724836117946,8.340502318027779,2
2.535497156696179,3.1564872727063933,1
2.116425618220078,3.1639822380237588,1
8.730102817178912,7.99042958636286,2
1.5023008982332926,3.5292739155283854,1
10.689641688040124,-4.270591413441639,3
10.686600269158488,-4.745391701922064,3
